Points Evaluated,Binding ddG,Folding ddG
34,0.07670488176684201,26.522989468668978
57,0.0316371800026058,15.13497392671333
116,0.18376698390707957,14.40202089653241
83,-0.012203176801160063,14.768630082923307
91,0.5339643259278546,16.573661454309672
118,0.14652600156991213,20.26292452492095
38,1.0848248168717156,23.51811831451063
97,-0.16706371902414285,25.24306151220144
94,0.1249963545340878,31.19733349512456
1,2.4233551924912926,22.78089797154771
42,0.18229820536517607,20.004794490866175
108,0.255175823995697,23.96859756802416
59,0.9687267145338464,18.217659694218188
110,0.22661874283592165,19.884350250318242
16,0.19880926185524353,14.109573644698617
95,0.1957780876446122,19.497169438569472
78,-0.023573542736225275,13.8141962913622
62,-0.09094409940088984,19.831812023434054
99,0.04748453695945155,15.61196149797488
19,0.1664285618366114,14.35018464980182
74,1.280668459261354,20.58290734132056
73,0.16688646500157034,18.871696016249725
40,0.3716161352211835,15.51624519077725
36,0.2556786791041203,28.843341723465777
63,0.16973681145143996,22.901610723026593
