Points Evaluated,Binding ddG,Folding ddG
37,-0.3931561528170802,14.703307014434063
87,-0.26446367118745434,10.775067706746768
78,-0.5054733821161453,8.469040660919518
91,0.2431888915526351,14.035104852445178
11,-0.37768176577319185,16.129846437920015
115,-0.40954924705845935,16.109963608990135
119,-0.41818252358034835,11.766296508708425
104,-0.333094877298463,9.899834987294419
116,-0.4087279750168273,10.678259826790319
41,-0.3245638655345647,18.566460447991396
44,0.050605130165700375,16.321473708321733
43,-0.39289771923603,14.193171429791331
110,-0.29937235746390134,16.323707099623636
88,-0.33556926719965163,13.080153248971987
107,-0.37747903293153023,10.245422822207455
62,-0.3769721815956868,16.194705475029355
75,-0.32619387038257247,13.572219835585232
89,0.04263910813688196,11.126022604005827
118,-0.4475118251057211,17.42648413043693
25,-0.30310870916489524,14.651289087643553
76,-0.3006940135736234,14.522816666122397
85,-0.2341169509854808,9.835296297466645
23,0.5735710549419764,13.091862601026445
117,-0.18547622184822005,17.311091160596735
5,-0.36862759848480936,13.996960258572813
